sale_id,customer_id,product_id,store_id,sale_date,quantity_sold,unit_price,payment_method,discount_applied,total_price
1179,5,152,32,29-11-2024,6,22.02,Debit Card,15.64,132.12
1180,44,117,86,20-10-2024,2,69.9,Credit Card,6.15,139.8
1181,348,474,7,25-09-2024,6,182.79,Cash,3.21,1096.74
1182,142,289,60,06-10-2024,8,166.57,Cash,5.74,1332.56
1183,128,305,23,06-05-2024,4,141.91,Online Payment,0.06,567.64
1184,281,342,47,16-07-2024,4,50.82,Online Payment,12.91,203.28
1185,910,218,2,17-11-2024,5,248.17,Debit Card,19.48,1240.85
1186,45,310,86,21-07-2024,4,138.41,Online Payment,0.68,553.64
1187,226,183,13,06-03-2025,6,108.82,Credit Card,16.04,652.92
1188,71,388,56,13-07-2024,4,95.66,Credit Card,18.78,382.64
1189,720,382,96,16-03-2025,3,52.78,Online Payment,6.83,158.34
1190,749,348,15,30-11-2024,4,160.2,Credit Card,14.44,640.8
1191,367,350,73,15-09-2024,9,75.74,Credit Card,18.35,681.66
1192,210,137,2,24-12-2024,6,187.04,Online Payment,5.83,1122.24
1193,457,293,55,16-02-2025,5,174.45,Debit Card,7.87,872.25
1194,285,340,6,01-05-2024,4,53.5,Online Payment,18.4,214
1195,974,430,89,19-04-2024,2,129.14,Online Payment,11.59,258.28
1196,580,314,67,09-11-2024,3,159.03,Cash,7.92,477.09
1197,6,12,18,17-02-2025,8,220.03,Credit Card,7.15,1760.24
1198,494,152,58,22-06-2024,5,95.9,Credit Card,16.08,479.5
1199,821,267,29,29-04-2024,8,11.7,Online Payment,16.5,93.6
1200,20,187,43,26-03-2025,9,141.73,Credit Card,19.43,1275.57
1201,561,127,85,04-03-2025,8,135.27,Online Payment,9.46,1082.16
1202,792,374,49,30-01-2025,5,245.29,Credit Card,12.19,1226.45
1203,577,365,11,03-02-2025,5,101.83,Debit Card,13.23,509.15
1204,847,353,60,08-03-2025,2,10.37,Cash,6.63,20.74
1205,837,56,38,19-09-2024,4,112.75,Cash,4.48,451
1206,819,350,14,20-02-2025,6,115.32,Online Payment,10.29,691.92
1207,220,245,79,21-11-2024,3,22.41,Cash,3.71,67.23
1208,793,441,94,03-06-2024,2,105.39,Online Payment,7.5,210.78
1209,813,167,12,30-04-2024,7,45.75,Cash,18.4,320.25
1210,72,311,66,07-07-2024,7,171.14,Debit Card,20,1197.98
1211,422,372,23,17-08-2024,3,62.49,Online Payment,8.9,187.47
1212,774,275,68,17-11-2024,6,235.42,Cash,1.38,1412.52
1213,706,450,24,22-04-2024,8,141.48,Debit Card,4.68,1131.84
1214,405,487,6,16-11-2024,4,77.05,Debit Card,9.28,308.2
1215,714,384,30,26-01-2025,2,248.55,Debit Card,16.4,497.1
1216,780,459,16,05-10-2024,2,212.85,Debit Card,5.93,425.7
1217,156,188,38,28-06-2024,7,36.59,Online Payment,17.02,256.13
1218,264,118,65,02-05-2024,3,51.55,Credit Card,9.76,154.65
1219,886,366,20,17-11-2024,9,153.87,Debit Card,3.17,1384.83
1220,1000,226,77,22-08-2024,8,173.6,Online Payment,7.81,1388.8
1221,186,300,58,01-03-2025,3,53.5,Online Payment,16.3,160.5
1222,183,391,87,23-07-2024,2,134.06,Credit Card,4.31,268.12
1223,478,457,67,29-10-2024,4,134.69,Online Payment,8.57,538.76
1224,451,475,59,14-09-2024,6,148.61,Credit Card,8.65,891.66
1225,946,118,38,03-10-2024,5,187.88,Debit Card,6.62,939.4
1226,117,499,77,12-08-2024,6,245.23,Online Payment,3.6,1471.38
1227,117,433,61,21-09-2024,9,85.94,Debit Card,13.41,773.46
1228,559,263,48,18-05-2024,2,171.14,Debit Card,6.91,342.28
1229,970,356,29,20-09-2024,8,148.56,Debit Card,0.79,1188.48
1230,119,22,71,31-01-2025,6,228.92,Debit Card,13.93,1373.52
1231,834,351,22,03-08-2024,8,103.36,Cash,5.32,826.88
1232,434,326,15,01-11-2024,3,121.93,Debit Card,19.61,365.79
1233,277,470,44,06-01-2025,3,53.5,Cash,2.94,160.5
1234,441,175,54,16-05-2024,5,199.42,Cash,2.14,997.1
1235,247,262,25,24-10-2024,9,248.55,Credit Card,19.5,2236.95
1236,883,79,15,05-03-2025,5,37.54,Credit Card,6.24,187.7
1237,790,449,18,21-04-2024,3,35.45,Cash,11.15,106.35
1238,335,12,86,26-03-2025,7,194.07,Cash,15.81,1358.49
1239,680,358,87,14-06-2024,8,83.43,Online Payment,9.01,667.44
1240,871,415,76,22-08-2024,4,72.38,Online Payment,5.44,289.52
1241,760,78,95,10-10-2024,6,232.75,Cash,12.79,1396.5
1242,148,281,76,05-04-2024,5,130.29,Debit Card,12.66,651.45
1243,274,429,94,27-11-2024,6,69.86,Debit Card,16.58,419.16
1244,915,422,33,07-11-2024,9,100.41,Cash,9.43,903.69
1245,700,9,35,18-07-2024,3,96.13,Credit Card,18.88,288.39
1246,309,179,4,15-05-2024,4,217.85,Online Payment,9.32,871.4
1247,152,201,73,28-11-2024,9,248.76,Cash,1.66,2238.84
1248,751,95,55,20-06-2024,9,216.34,Debit Card,12.7,1947.06
1249,655,122,66,21-05-2024,9,39.66,Online Payment,4.36,356.94
1250,250,54,77,10-05-2024,5,71.06,Credit Card,7.2,355.3
1251,894,435,55,17-05-2024,7,239.73,Cash,0.09,1678.11
1252,109,311,41,30-08-2024,3,183.85,Cash,6.59,551.55
1253,329,96,70,29-07-2024,9,231.84,Online Payment,2.18,2086.56
1254,655,73,93,02-03-2025,9,192.42,Credit Card,16.48,1731.78
1255,159,321,31,11-10-2024,6,72.74,Online Payment,19.7,436.44
1256,418,115,12,13-03-2025,1,123.05,Debit Card,16.27,123.05
1257,816,138,88,17-01-2025,9,97.3,Cash,18.88,875.7
1258,704,240,75,30-03-2025,6,183.85,Online Payment,0.12,1103.1
1259,286,160,17,04-02-2025,9,207.29,Credit Card,16.36,1865.61
1260,48,205,93,31-10-2024,4,230.96,Credit Card,11.52,923.84
1261,4,410,80,01-01-2025,6,100.74,Debit Card,10.85,604.44
1262,86,211,30,29-10-2024,3,110.63,Debit Card,19.77,331.89
1263,697,279,1,23-04-2024,8,19.76,Debit Card,4.63,158.08
1264,124,263,26,09-01-2025,7,219.63,Online Payment,12.09,1537.41
1265,824,224,84,31-01-2025,2,166.57,Cash,12.18,333.14
1266,391,198,38,25-11-2024,8,160.2,Debit Card,4.49,1281.6
1267,933,78,58,16-08-2024,8,55.35,Cash,0.48,442.8
1268,979,479,15,28-06-2024,8,49.65,Credit Card,4.4,397.2
1269,361,49,81,30-04-2024,8,20.88,Cash,15.17,167.04
1270,537,203,93,04-01-2025,3,96.66,Debit Card,4.91,289.98
1271,723,58,4,22-05-2024,7,11.7,Credit Card,15.59,81.9
1272,934,466,65,29-03-2025,4,182.79,Credit Card,13.63,731.16
1273,284,443,14,20-09-2024,9,12.53,Cash,13.52,112.77
1274,868,361,40,29-06-2024,7,202.34,Credit Card,15.39,1416.38
1275,458,226,9,27-02-2025,6,40.14,Cash,12.32,240.84
1276,345,409,86,08-02-2025,3,87.77,Cash,1.83,263.31
1277,514,75,36,23-09-2024,4,98.47,Debit Card,13.57,393.88
1278,237,41,52,05-10-2024,9,231.84,Cash,9.46,2086.56
1279,524,56,91,26-11-2024,8,130.65,Cash,19.07,1045.2
1280,319,361,91,23-04-2024,3,224.94,Credit Card,7.03,674.82
1281,448,259,51,28-05-2024,8,207.93,Cash,5.07,1663.44
1282,93,17,87,20-06-2024,8,121.71,Credit Card,11.12,973.68
1283,488,406,15,27-07-2024,4,36.59,Online Payment,12.81,146.36
1284,171,445,66,09-11-2024,6,22.41,Cash,1.62,134.46
1285,328,51,40,06-08-2024,8,133.3,Cash,3.97,1066.4
1286,944,67,49,28-07-2024,5,135.94,Credit Card,5.47,679.7
1287,662,484,25,24-01-2025,1,128.35,Debit Card,10.73,128.35
1288,46,67,100,15-03-2025,6,41.84,Credit Card,11.89,251.04
1289,869,129,16,17-06-2024,1,201.73,Cash,9.09,201.73
1290,566,231,64,25-04-2024,7,105.34,Debit Card,9.03,737.38
1291,519,328,93,13-10-2024,3,113.77,Debit Card,13.42,341.31
1292,312,55,49,03-06-2024,8,121.93,Cash,9.61,975.44
1293,616,134,88,28-12-2024,3,199.33,Credit Card,0.05,597.99
1294,15,17,86,11-06-2024,6,69.95,Cash,2.24,419.7
1295,250,79,4,02-02-2025,2,71.06,Cash,16.96,142.12
1296,199,463,79,24-09-2024,4,158.21,Debit Card,6.28,632.84
1297,807,446,43,20-11-2024,7,69.9,Debit Card,9.76,489.3
1298,876,495,64,07-01-2025,1,30.61,Credit Card,17.11,30.61
1299,690,14,24,16-04-2024,3,158.97,Online Payment,15.58,476.91
1300,690,242,61,21-11-2024,1,249.26,Cash,6.51,249.26
1301,990,208,33,28-03-2025,1,131.81,Cash,19.96,131.81
1302,407,271,7,20-01-2025,6,26.19,Debit Card,3.95,157.14
1303,590,361,20,13-12-2024,1,240.95,Debit Card,13.6,240.95
1304,754,113,62,18-09-2024,1,244.56,Online Payment,14.44,244.56
1305,415,241,50,13-03-2025,2,249.26,Cash,14.72,498.52
1306,843,135,26,15-07-2024,6,100.41,Cash,6.51,602.46
1307,915,253,30,15-01-2025,8,56.07,Credit Card,15.15,448.56
1308,601,157,10,23-06-2024,3,42.82,Online Payment,11.92,128.46
1309,1000,338,24,13-01-2025,4,174.45,Cash,17.36,697.8
1310,526,474,87,09-05-2024,8,95.9,Online Payment,5.29,767.2
1311,806,3,3,20-04-2024,8,168.29,Credit Card,0.38,1346.32
1312,466,388,28,20-07-2024,6,111.01,Debit Card,8.64,666.06
1313,928,343,93,30-11-2024,6,69.9,Credit Card,17.7,419.4
1314,754,61,8,13-11-2024,1,109.67,Debit Card,17.46,109.67
1315,747,424,52,24-04-2024,8,199.42,Credit Card,11.21,1595.36
1316,616,341,53,03-03-2025,9,127.19,Online Payment,13.91,1144.71
1317,166,106,28,04-05-2024,5,235.42,Cash,8.21,1177.1
1318,666,81,50,28-09-2024,5,69.9,Online Payment,8.46,349.5
1319,630,178,30,03-03-2025,8,228.92,Credit Card,3.74,1831.36
1320,362,323,52,31-01-2025,4,58.26,Debit Card,4.36,233.04
1321,446,466,65,02-08-2024,5,106.53,Debit Card,17.67,532.65
1322,939,332,82,08-06-2024,3,15.78,Debit Card,16.26,47.34
1323,894,415,60,31-03-2025,1,10.92,Online Payment,18.11,10.92
1324,562,305,60,14-06-2024,2,33.9,Online Payment,15.68,67.8
1325,833,363,18,28-06-2024,5,51.18,Cash,3.2,255.9
1326,451,36,72,13-12-2024,2,224.75,Credit Card,12.39,449.5
1327,420,334,42,12-11-2024,4,10.61,Credit Card,5.35,42.44
1328,74,311,81,28-01-2025,4,178.5,Online Payment,17.59,714
1329,979,141,5,22-04-2024,2,236.51,Online Payment,6.2,473.02
1330,76,279,8,20-09-2024,2,18.09,Credit Card,6.09,36.18
1331,251,124,75,13-03-2025,7,40.73,Cash,5.07,285.11
1332,489,354,94,11-04-2024,8,28.84,Online Payment,13.53,230.72
1333,1000,254,61,30-07-2024,4,74.27,Debit Card,12.91,297.08
1334,888,477,15,18-11-2024,9,34.81,Credit Card,7.5,313.29
1335,467,353,94,10-06-2024,7,23.35,Online Payment,10.72,163.45
1336,894,430,48,11-03-2025,8,192.71,Debit Card,2.26,1541.68
1337,284,193,96,28-05-2024,3,158.35,Debit Card,12.05,475.05
1338,638,436,92,12-09-2024,7,108.38,Credit Card,4.87,758.66
1339,375,56,9,04-02-2025,2,247.01,Credit Card,13.75,494.02
1340,348,323,7,29-07-2024,2,167.52,Debit Card,5.29,335.04
1341,351,108,97,19-05-2024,3,58.21,Debit Card,10.47,174.63
1342,296,487,7,22-01-2025,2,168.73,Cash,7.94,337.46
1343,722,460,4,19-01-2025,4,158.21,Cash,1.82,632.84
1344,353,105,18,08-07-2024,6,129.05,Cash,0.49,774.3
1345,164,426,38,01-02-2025,1,41.84,Online Payment,13.48,41.84
1346,177,358,80,09-07-2024,8,242.02,Cash,6.93,1936.16
1347,317,488,95,01-04-2024,6,30.5,Credit Card,16.41,183
1348,324,335,68,05-06-2024,7,212.53,Cash,12.91,1487.71
1349,119,275,89,09-05-2024,6,37.79,Online Payment,14.7,226.74
1350,750,156,21,29-09-2024,6,38.27,Credit Card,18.46,229.62
1351,647,361,33,29-03-2025,1,174.25,Online Payment,13.95,174.25
1352,677,292,37,10-07-2024,9,85.18,Credit Card,6.3,766.62
1353,35,452,33,25-06-2024,5,153.62,Credit Card,5.69,768.1
1354,226,425,73,21-04-2024,5,116.64,Cash,10.5,583.2
1355,226,233,73,23-04-2024,9,18.22,Debit Card,16.11,163.98
1356,406,349,76,11-04-2024,7,245.29,Debit Card,6.37,1717.03
1357,804,477,37,21-04-2024,5,59.59,Cash,7.33,297.95
1358,908,260,2,03-10-2024,6,15.78,Online Payment,13.59,94.68
1359,327,332,29,17-01-2025,4,216.34,Debit Card,13.44,865.36
1360,413,484,81,04-06-2024,4,241.33,Online Payment,8.99,965.32
1361,879,127,4,12-02-2025,7,166.4,Cash,1.04,1164.8
1362,885,56,9,05-05-2024,1,183.96,Credit Card,1.63,183.96
1363,924,53,10,09-10-2024,3,134.69,Credit Card,0.19,404.07
1364,483,32,4,30-10-2024,2,39.66,Debit Card,0.82,79.32
1365,50,253,22,16-01-2025,5,138.76,Cash,12.24,693.8
1366,353,443,20,05-03-2025,4,95.9,Cash,15.26,383.6
1367,767,359,58,28-02-2025,9,10.92,Online Payment,11.35,98.28
1368,223,482,24,28-04-2024,6,188.59,Online Payment,6.73,1131.54
1369,708,275,99,26-12-2024,2,73.14,Online Payment,9.21,146.28
1370,334,321,27,25-02-2025,8,161.89,Online Payment,7.78,1295.12
1371,907,467,14,17-08-2024,9,224.18,Debit Card,8.4,2017.62
1372,87,92,93,30-03-2025,9,225.38,Cash,3.61,2028.42
1373,529,244,98,04-05-2024,4,15.37,Debit Card,2.92,61.48
1374,966,355,66,04-01-2025,8,50.02,Cash,5.39,400.16
1375,744,83,71,17-08-2024,2,62.01,Credit Card,17.46,124.02
1376,545,402,33,01-02-2025,1,39.66,Credit Card,15.23,39.66
1377,363,59,34,14-02-2025,6,76.15,Online Payment,9.09,456.9
1378,358,337,21,04-03-2025,1,141.27,Cash,7.27,141.27
1379,129,483,65,27-05-2024,1,240.95,Debit Card,5.93,240.95
1380,368,432,93,17-08-2024,3,18.22,Cash,10.61,54.66
1381,164,253,84,24-05-2024,2,248.71,Cash,19.24,497.42
1382,1000,323,58,08-11-2024,3,162.84,Online Payment,6.79,488.52
1383,948,300,84,03-01-2025,7,166.35,Cash,12.81,1164.45
1384,54,105,17,20-10-2024,4,187.56,Cash,2.41,750.24
1385,60,416,55,29-05-2024,4,231.75,Cash,6.58,927
1386,35,363,70,28-11-2024,5,148.56,Online Payment,6.47,742.8
1387,444,394,69,29-04-2024,3,235.42,Credit Card,12.27,706.26
1388,335,426,97,09-12-2024,3,35.64,Debit Card,15.77,106.92
1389,187,375,86,18-04-2024,6,46.53,Cash,6.43,279.18
1390,988,448,73,18-04-2024,5,120.38,Debit Card,14.17,601.9
1391,218,479,82,05-05-2024,8,189.72,Cash,12.74,1517.76
1392,357,10,85,09-08-2024,1,192.42,Online Payment,2.23,192.42
1393,331,246,19,15-01-2025,7,173.42,Debit Card,9.83,1213.94
1394,132,471,47,05-01-2025,1,22.41,Credit Card,14.35,22.41
1395,663,176,42,19-08-2024,7,37.95,Cash,7.88,265.65
1396,805,480,59,13-09-2024,7,26.64,Debit Card,18.39,186.48
1397,239,117,4,06-11-2024,8,211.18,Debit Card,3.5,1689.44
1398,769,424,32,31-08-2024,5,178.5,Cash,15.23,892.5
1399,252,139,34,01-11-2024,8,51.83,Cash,15.91,414.64
1400,215,437,94,15-03-2025,2,40.73,Online Payment,19.73,81.46
1401,984,115,85,24-08-2024,5,153.68,Cash,3.47,768.4
1402,222,336,19,27-03-2025,2,104.34,Cash,18.76,208.68
1403,720,199,21,21-02-2025,4,11.7,Online Payment,11.92,46.8
1404,485,137,14,04-08-2024,7,132.77,Debit Card,12.7,929.39
1405,18,26,18,13-03-2025,7,183.96,Cash,0.76,1287.72
1406,908,350,41,16-01-2025,2,133.3,Credit Card,16.07,266.6
1407,9,191,15,25-03-2025,8,19.63,Online Payment,16.78,157.04
1408,511,220,60,11-05-2024,9,125.45,Debit Card,3.51,1129.05
1409,352,63,20,05-08-2024,6,231.46,Online Payment,10.07,1388.76
1410,57,266,2,27-04-2024,5,53.5,Cash,10.67,267.5
1411,331,250,32,05-04-2024,8,167.08,Online Payment,11.97,1336.64
1412,699,79,50,26-06-2024,5,113.78,Credit Card,14.75,568.9
1413,643,241,41,24-05-2024,9,246.5,Cash,12.7,2218.5
1414,956,91,49,18-05-2024,1,72.74,Cash,10.29,72.74
1415,696,353,27,30-06-2024,1,149.51,Credit Card,4.8,149.51
1416,607,183,93,26-07-2024,1,50.82,Cash,8.3,50.82
1417,49,359,92,08-10-2024,1,190.98,Cash,2.32,190.98
1418,477,399,4,30-03-2025,3,50.02,Online Payment,11.58,150.06
1419,429,75,80,01-07-2024,7,122.03,Cash,16.9,854.21
1420,675,137,70,04-05-2024,4,168.64,Debit Card,18.56,674.56
1421,408,186,61,22-06-2024,6,149.51,Credit Card,14.4,897.06
1422,318,413,37,06-07-2024,8,180.81,Debit Card,9.51,1446.48
1423,564,415,5,09-07-2024,9,209.37,Cash,16.59,1884.33
1424,870,78,11,16-07-2024,6,11.7,Debit Card,16.36,70.2
1425,1,192,68,13-08-2024,8,192.43,Debit Card,14.26,1539.44
1426,285,335,70,16-07-2024,1,85.18,Cash,4.24,85.18
1427,893,145,21,21-12-2024,7,73.14,Debit Card,1.95,511.98
1428,725,44,55,14-07-2024,3,224.27,Cash,11.66,672.81
1429,438,244,55,02-04-2024,2,151.19,Credit Card,2.21,302.38
1430,951,277,77,17-11-2024,2,153.62,Credit Card,14.9,307.24
1431,362,130,98,31-03-2025,5,247.01,Debit Card,13.28,1235.05
1432,772,456,79,02-01-2025,4,224.18,Debit Card,18.53,896.72
1433,961,370,57,13-02-2025,9,137.31,Online Payment,17.78,1235.79
1434,502,42,69,08-05-2024,8,86.66,Debit Card,18.53,693.28
1435,904,270,80,31-03-2025,9,145.69,Online Payment,2.11,1311.21
1436,576,145,3,15-05-2024,2,20.88,Credit Card,16.33,41.76
1437,782,78,50,17-07-2024,6,86.66,Debit Card,2.12,519.96
1438,736,175,41,25-04-2024,4,127.48,Cash,10.44,509.92
1439,527,252,90,08-09-2024,4,100.74,Online Payment,6.62,402.96
1440,605,342,53,01-01-2025,8,203.04,Credit Card,10.45,1624.32
1441,789,84,85,03-06-2024,8,233.8,Credit Card,5.65,1870.4
1442,820,334,36,31-03-2024,5,130.05,Debit Card,6.3,650.25
1443,415,80,100,14-09-2024,9,144.85,Credit Card,17.53,1303.65
1444,727,154,13,06-06-2024,3,77.05,Credit Card,9.78,231.15
1445,960,6,63,19-10-2024,9,64.74,Debit Card,15.75,582.66
1446,777,456,36,08-10-2024,2,161.01,Debit Card,14.46,322.02
1447,899,96,92,16-06-2024,3,126.41,Online Payment,5.37,379.23
1448,246,228,68,22-08-2024,5,134.69,Cash,16.63,673.45
1449,305,217,31,23-04-2024,8,36.59,Online Payment,10.56,292.72
1450,830,208,69,03-11-2024,7,55.35,Debit Card,18.89,387.45
1451,919,120,12,16-02-2025,6,85.94,Cash,0.24,515.64
1452,884,347,97,05-03-2025,4,153.87,Credit Card,11.92,615.48
1453,589,342,84,16-08-2024,3,85.94,Cash,6.06,257.82
1454,989,156,24,02-11-2024,6,209.41,Credit Card,15.38,1256.46
1455,537,444,11,21-06-2024,1,155.02,Online Payment,15.61,155.02
1456,199,254,79,09-09-2024,3,248.17,Online Payment,18.08,744.51
1457,750,274,36,14-07-2024,5,233.28,Debit Card,13.79,1166.4
1458,349,141,55,22-03-2025,8,237.26,Debit Card,5.21,1898.08
1459,133,409,75,03-04-2024,4,178.5,Credit Card,18.74,714
1460,923,92,78,05-05-2024,8,36.74,Cash,15.97,293.92
1461,242,238,38,01-03-2025,8,131.79,Debit Card,14.38,1054.32
1462,379,364,1,18-12-2024,2,49,Online Payment,19.35,98
1463,842,320,67,12-05-2024,2,49.65,Credit Card,14.73,99.3
1464,898,79,9,16-10-2024,6,211.27,Cash,18.71,1267.62
1465,734,88,18,11-05-2024,6,181.52,Online Payment,13.41,1089.12
1466,598,280,52,07-07-2024,8,67.04,Cash,10.43,536.32
1467,458,119,63,08-12-2024,2,231.84,Credit Card,15.92,463.68
1468,804,25,15,04-02-2025,3,248.17,Online Payment,6.3,744.51
1469,797,333,5,19-04-2024,3,244.5,Cash,0.56,733.5
1470,571,244,97,17-01-2025,2,49.38,Credit Card,13.18,98.76
1471,240,269,58,19-02-2025,5,131.79,Credit Card,2.02,658.95
1472,502,204,89,21-11-2024,1,33.73,Debit Card,3.84,33.73
1473,426,78,5,16-05-2024,1,12,Debit Card,7.16,12
1474,765,319,4,15-12-2024,5,138.76,Cash,11.15,693.8
1475,499,198,93,30-05-2024,3,94.99,Online Payment,19.91,284.97
1476,249,82,51,14-08-2024,6,22.02,Online Payment,5.14,132.12
1477,989,338,14,31-08-2024,7,42.82,Cash,15.05,299.74
1478,693,73,88,09-12-2024,5,153.2,Debit Card,5.13,766
1479,970,251,100,26-05-2024,7,72.59,Credit Card,6.87,508.13
1480,8,127,31,03-03-2025,7,168.69,Debit Card,3.53,1180.83
1481,957,321,3,19-06-2024,3,126.67,Credit Card,18.56,380.01
1482,407,126,56,19-07-2024,8,126.93,Online Payment,19.56,1015.44
1483,495,362,81,16-06-2024,4,181.18,Cash,15.36,724.72
1484,115,404,43,26-05-2024,1,141.48,Debit Card,14.81,141.48
1485,681,451,30,24-11-2024,1,72.74,Debit Card,1.78,72.74
1486,955,4,81,17-03-2025,2,33.9,Cash,1.25,67.8
1487,739,201,69,24-05-2024,8,126.41,Credit Card,3.56,1011.28
1488,350,374,36,09-03-2025,3,40.14,Credit Card,0.13,120.42
1489,240,4,16,01-01-2025,3,171.14,Credit Card,13.93,513.42
1490,22,171,27,20-12-2024,1,234.18,Online Payment,17.35,234.18
1491,721,357,54,23-12-2024,5,124.32,Online Payment,6.69,621.6
1492,985,399,3,06-01-2025,2,64.86,Online Payment,9.25,129.72
1493,296,55,41,24-12-2024,6,41.22,Cash,2.82,247.32
1494,458,63,47,22-03-2025,4,103.5,Online Payment,10.62,414
1495,395,127,57,08-12-2024,4,58.05,Cash,6.55,232.2
1496,635,122,18,26-01-2025,4,163.19,Cash,0.1,652.76
1497,787,67,27,26-06-2024,6,138.76,Credit Card,17.63,832.56
1498,572,62,94,07-08-2024,1,129.05,Cash,12.29,129.05
1499,323,11,58,03-11-2024,2,207.93,Credit Card,8.21,415.86
1500,966,197,78,21-05-2024,6,96.13,Cash,1.69,576.78
1501,893,431,9,13-06-2024,3,192.43,Credit Card,4.93,577.29
1502,669,295,50,09-04-2024,4,192.43,Credit Card,19.44,769.72
1503,976,361,53,03-12-2024,2,109.67,Online Payment,1.4,219.34
1504,154,27,50,22-05-2024,9,15.37,Online Payment,8.62,138.33
1505,922,479,93,05-08-2024,7,132.77,Cash,14.02,929.39
1506,947,234,24,04-01-2025,7,146.48,Credit Card,17.87,1025.36
1507,625,110,74,10-01-2025,8,95.96,Debit Card,13.04,767.68
1508,635,413,65,18-08-2024,6,214.81,Debit Card,10.02,1288.86
1509,486,43,74,19-04-2024,3,199.33,Credit Card,8.93,597.99
1510,56,381,43,30-03-2025,8,57.74,Online Payment,14.48,461.92
1511,863,379,66,28-10-2024,6,80.54,Credit Card,13.2,483.24
1512,201,314,27,17-07-2024,1,246.71,Credit Card,19.66,246.71
1513,676,302,63,17-02-2025,2,175.69,Online Payment,2.07,351.38
1514,543,277,14,16-12-2024,3,105.19,Debit Card,13.74,315.57
1515,349,210,69,14-03-2025,7,196.64,Cash,3.29,1376.48
1516,872,15,70,16-08-2024,1,118.53,Cash,15.2,118.53
1517,769,296,8,20-07-2024,3,18.85,Online Payment,0.21,56.55
1518,925,12,16,28-11-2024,3,10.92,Debit Card,12.7,32.76
1519,44,213,2,18-02-2025,5,68.55,Debit Card,6.68,342.75
1520,534,308,88,24-02-2025,3,239.64,Debit Card,13.25,718.92
1521,554,277,61,21-01-2025,9,235.42,Online Payment,8.78,2118.78
1522,613,477,39,31-05-2024,8,57.58,Cash,17.54,460.64
1523,849,108,65,26-08-2024,4,119.87,Cash,3,479.48
1524,409,281,26,12-08-2024,7,120.48,Cash,13.68,843.36
1525,778,43,88,24-11-2024,3,168.92,Cash,2.93,506.76
1526,138,450,9,02-06-2024,5,67.12,Credit Card,8.14,335.6
1527,735,399,80,29-04-2024,2,50.02,Online Payment,16.83,100.04
1528,161,35,32,13-09-2024,1,10.79,Online Payment,13.32,10.79
1529,175,426,96,20-01-2025,1,203.04,Debit Card,16.58,203.04
1530,711,79,83,20-08-2024,2,15.71,Online Payment,6.81,31.42
1531,800,341,97,10-03-2025,4,20.88,Debit Card,12.14,83.52
1532,34,459,72,20-12-2024,9,236.84,Debit Card,18.59,2131.56
1533,228,105,1,15-06-2024,2,153.87,Debit Card,9.56,307.74
1534,585,490,59,26-09-2024,5,85.94,Cash,9.59,429.7
1535,15,208,92,22-10-2024,5,216.33,Debit Card,0.88,1081.65
1536,781,116,30,17-08-2024,9,235.42,Cash,2.45,2118.78
1537,207,429,56,19-03-2025,5,191.85,Debit Card,8.11,959.25
1538,65,251,79,12-11-2024,3,97.3,Cash,14.57,291.9
1539,199,337,60,30-07-2024,4,191.03,Debit Card,2.68,764.12
1540,67,456,33,24-01-2025,3,144.08,Debit Card,19.32,432.24
1541,84,309,20,06-03-2025,3,54.39,Online Payment,6.83,163.17
1542,955,394,69,11-04-2024,6,159.03,Credit Card,5.55,954.18
1543,755,179,22,24-09-2024,7,232.16,Online Payment,13.76,1625.12
1544,982,409,75,07-01-2025,4,130.05,Online Payment,2.27,520.2
1545,216,332,66,31-12-2024,9,174.45,Online Payment,14.73,1570.05
1546,921,421,75,09-07-2024,9,69.9,Debit Card,9.85,629.1
1547,470,211,80,28-02-2025,8,51.55,Credit Card,7.8,412.4
1548,892,341,25,13-02-2025,5,124.09,Online Payment,9.36,620.45
1549,570,106,51,15-09-2024,7,215.93,Online Payment,12.54,1511.51
1550,493,197,68,06-12-2024,8,118.54,Credit Card,4.71,948.32
1551,556,302,50,10-04-2024,1,106.53,Credit Card,17.7,106.53
1552,163,498,31,07-06-2024,9,233.8,Online Payment,11.47,2104.2
1553,583,408,100,01-04-2024,1,110.63,Credit Card,17.21,110.63
1554,384,284,14,17-05-2024,5,19.63,Online Payment,2.08,98.15
1555,161,69,24,16-03-2025,5,245.29,Credit Card,9.17,1226.45
1556,164,339,42,11-04-2024,4,58.62,Online Payment,12.04,234.48
1557,195,306,65,13-11-2024,4,135.27,Cash,9.85,541.08
1558,750,101,2,05-02-2025,8,52.74,Online Payment,13.65,421.92
1559,114,299,49,12-03-2025,1,10.79,Cash,13.49,10.79
1560,288,424,37,08-01-2025,3,168.41,Credit Card,9.61,505.23
1561,514,101,100,22-01-2025,3,58.62,Cash,15.08,175.86
1562,56,324,24,18-02-2025,5,197.32,Cash,16.17,986.6
1563,356,25,13,12-06-2024,7,113.78,Debit Card,18.18,796.46
1564,66,171,13,05-01-2025,3,159.13,Cash,11.44,477.39
1565,323,297,80,15-12-2024,2,43.06,Credit Card,4.55,86.12
1566,652,205,45,24-03-2025,4,105.84,Cash,0.17,423.36
1567,682,76,31,30-05-2024,9,133.13,Online Payment,7.8,1198.17
1568,275,359,30,30-04-2024,6,168.73,Credit Card,4.68,1012.38
1569,361,38,81,28-03-2025,6,94.99,Credit Card,13.24,569.94
